Gene.name	Chromosome	Start	End
MIR378F	1	23929070	23929147
H3P1	1	23949016	23949383
PNRC2	1	23956839	23963462
SRSF10	1	23964347	23980927
RPL36P5	1	24007881	24008519
ENSG00000225315	1	24040835	24086799
MYOM3	1	24056035	24112135
MYOM3-AS1	1	24066774	24083565
IL22RA1	1	24119771	24143140
IFNLR1	1	24154168	24187959
GRHL3	1	24199558	24364482
LINC02800	1	24200240	24211693
GRHL3-AS1	1	24307556	24321901
STPG1	1	24356999	24416934
NIPAL3	1	24415802	24472976
ENSG00000288982	1	24476362	24476739
NCMAP-DT	1	24496254	24556039
RCAN3	1	24502351	24541040
NCMAP	1	24556087	24609328
ENSG00000227312	1	24563627	24563974
SRRM1	1	24631716	24673281
ENSG00000284699	1	24704894	24717596
CLIC4	1	24745382	24844321
RNU6-1208P	1	24777873	24777979
RUNX3	1	24899511	24965121
MIR6731	1	24919345	24919416
RUNX3-AS1	1	24961345	24963097
ENSG00000261025	1	24968423	24970865
MIR4425	1	25023503	25023586
LINC02793	1	25041136	25047404
ENSG00000233755	1	25043707	25113120
IFITM3P7	1	25125053	25125454
ENSG00000231953	1	25208139	25209437
SYF2	1	25222276	25232502
ENSG00000284602	1	25232586	25234775
ENSG00000284657	1	25239494	25240253
RSRP1	1	25242249	25338213
ENSG00000272432	1	25247837	25248321
ENSG00000261349	1	25266102	25267136
RHD	1	25272393	25330445
SDHDP6	1	25294164	25294643
ENSG00000259984	1	25336429	25337465
TMEM50A	1	25338317	25362361
RHCE	1	25362249	25430192
ENSG00000238084	1	25398721	25399198
MACO1	1	25430858	25500209
LDLRAP1	1	25543606	25568886
ENSG00000225643	1	25581478	25590356
MAN1C1	1	25616791	25784450
ENSG00000233478	1	25644544	25659111
SELENON	1	25800193	25818221
ENSG00000255054	1	25811470	25823744
ENSG00000228172	1	25816749	25820797
MTFR1L	1	25818640	25832942
ENSG00000272478	1	25831913	25832134
AUNIP	1	25831913	25859458
ENSG00000236528	1	25859580	25863420
PAQR7	1	25861484	25875708
STMN1	1	25884181	25906991
SNRPFP2	1	25887360	25887610
ENSG00000223624	1	25888970	25889109
MIR3917	1	25906362	25906454
PAFAH2	1	25959767	25998117
RNU6-110P	1	25964197	25964300
ENSG00000252190	1	26006006	26006130
ENSG00000252691	1	26006216	26006299
EXTL1	1	26019884	26036464
SLC30A2	1	26037252	26046118
ENSG00000284309	1	26046665	26049099
TRIM63	1	26051301	26068436
PDIK1L	1	26111165	26125555
FAM110D	1	26159079	26163962
C1orf232	1	26164101	26168963
ZNF593OS	1	26169516	26171832
ZNF593	1	26169908	26170873
CNKSR1	1	26177484	26189884
CATSPER4	1	26190561	26202968
ZPLD2P	1	26209741	26227840
ENSG00000278572	1	26218581	26220476
CEP85	1	26234200	26278808
ENSG00000270733	1	26263041	26263398
SH3BGRL3	1	26280086	26281522
UBXN11	1	26281328	26318363
CD52	1	26317958	26320523
CRYBG2	1	26321698	26360080
ENSG00000225854	1	26326688	26327033
ZNF683	1	26361634	26374522
LIN28A	1	26410817	26429728
DHDDS	1	26432282	26471306
RPL17P9	1	26454653	26455187
DHDDS-AS1	1	26462756	26468014
HMGN2	1	26472440	26476642
DPPA2P2	1	26519354	26520250
RPS6KA1	1	26529761	26575030
MIR1976	1	26554542	26554593
RN7SL679P	1	26593243	26593546
RNU7-29P	1	26602369	26602432
ENSG00000289452	1	26620707	26620910
ENSG00000229247	1	26640377	26640614
ENSG00000238316	1	26642286	26642389
ENSG00000235069	1	26647447	26647681
ENSG00000260063	1	26692132	26695943
ENSG00000290006	1	26692586	26693046
ARID1A	1	26693236	26782104
PIGV	1	26787054	26800659
RN7SL165P	1	26814822	26815112
ENSG00000287810	1	26817300	26817476
ZDHHC18	1	26826688	26857604
SFN	1	26863149	26864456
GPN2	1	26876132	26890283
ENSG00000226698	1	26876133	26878245
ENSG00000289554	1	26881109	26882235
GPATCH3	1	26890488	26900467
NUDC	1	26900238	26946871
NR0B2	1	26911489	26913975
KDF1	1	26949562	26960468
RPL12P13	1	26980165	26980975
RPL32P6	1	26983628	26984024
OSTCP2	1	26985897	26986340
TRNP1	1	26993692	27000886
TENT5B	1	27005020	27012850
SLC9A1	1	27098809	27166981
ENSG00000229985	1	27176751	27177277
CHCHD3P3	1	27200834	27201473
NPM1P39	1	27206930	27207796
SNRPEP7	1	27211265	27211484
WDTC1-DT	1	27229106	27234352
WDTC1	1	27234632	27308636
ENSG00000243659	1	27311240	27311838
TMEM222	1	27322145	27336400
RNU6-48P	1	27325219	27325325
ACTG1P20	1	27325329	27325796
SYTL1	1	27342020	27353937
MAP3K6	1	27355184	27366961
FCN3	1	27369110	27374824
CD164L2	1	27379176	27383333
ENSG00000231207	1	27389468	27390145
GPR3	1	27392622	27395814
WASF2	1	27404230	27490167
ENSG00000241169	1	27457198	27459582
ENSG00000237429	1	27525805	27530561
AHDC1	1	27534035	27604431
FGR	1	27612064	27635185
ENSG00000235912	1	27649419	27649610
LINC02574	1	27660328	27666279
IFI6	1	27666064	27672212
ENSG00000225886	1	27669468	27703063
RNU6-949P	1	27675603	27675709
CHMP1AP1	1	27686810	27687471
RNU6-424P	1	27693731	27693835
ENSG00000287244	1	27724822	27725756
FAM76A	1	27725961	27763116
ENSG00000231344	1	27739091	27739439
RPEP3	1	27739954	27740629
STX12	1	27773219	27824443
ENSG00000269971	1	27773858	27774041
ENSG00000270031	1	27819983	27820341
RNU6-1245P	1	27824538	27824643
ENSG00000286433	1	27827812	27831209
PPP1R8	1	27830782	27851676
SCARNA1	1	27834401	27834566
THEMIS2	1	27872543	27886685
RPA2	1	27891524	27914746
SMPDL3B	1	27935000	27959157
ENSG00000227050	1	27938875	27960193
XKR8	1	27959588	27968093
EYA3	1	27970344	28088637
ENSG00000238231	1	27990158	27990524
RN7SL559P	1	28031884	28032180
SPCS2P4	1	28095742	28096422
ENSG00000228943	1	28109739	28110298
ENSG00000289576	1	28116812	28126939
ARL8BP2	1	28120449	28121321
RNU6-176P	1	28142737	28142841
PTAFR	1	28147166	28193936
DNAJC8	1	28199456	28233029
ENSG00000290123	1	28234080	28236439
ATP5IF1	1	28236109	28246906
ENSG00000270605	1	28239509	28241453
ENSG00000271398	1	28247144	28247568
SESN2	1	28259518	28282491
MED18	1	28329002	28335965
PHACTR4	1	28369582	28500364
DNAJC8P4	1	28453541	28453934
RNU6ATAC27P	1	28481362	28481480
RCC1	1	28505943	28539300
SNHG3	1	28505980	28510892
SNORA73A	1	28507366	28507571
SNORA73B	1	28508559	28508762
PRDX3P2	1	28526318	28527227
ENSG00000279443	1	28544460	28546542
TRNAU1AP	1	28553085	28578545
SNHG12	1	28578538	28583132
SNORD99	1	28578749	28578822
SNORA61	1	28579764	28579893
SNORA44	1	28580381	28580512
SNORA16A	1	28580920	28581054
TAF12	1	28587829	28648291
RAB42	1	28592200	28595449
TAF12-DT	1	28643228	28648581
ENSG00000270103	1	28648600	28648730
RNU11	1	28648600	28648733
GMEB1	1	28668778	28719353
ENSG00000252777	1	28689665	28689794
ENSG00000289291	1	28736044	28737670
YTHDF2	1	28736621	28769775
OPRD1	1	28812170	28871267
ENSG00000233427	1	28870483	28877336
EPB41	1	28887091	29120046
ENSG00000225616	1	28982278	28982608
Metazoa_SRP	1	29041199	29041480
TMEM200B	1	29119429	29123903
ENSG00000225750	1	29144494	29146994
SRSF4	1	29147743	29181900
ENSG00000277916	1	29171285	29171453
MECR	1	29192657	29230942
ENSG00000237934	1	29223933	29224816
PTPRU	1	29236516	29326813
LINC01756	1	29329620	29350114
ENSG00000225011	1	29488193	29496893
ENSG00000228176	1	29708851	29709547
ENSG00000284676	1	29755175	29790597
ENSG00000270927	1	29904865	29905357
LINC01648	1	30013952	30037612
ENSG00000233372	1	30140263	30141607
ENSG00000231251	1	30226523	30226615
ENSG00000236335	1	30409560	30411638
ENSG00000231949	1	30415825	30421108
ENSG00000289710	1	30576655	30576825
MATN1	1	30711277	30723585
MATN1-AS1	1	30718504	30726827
ENSG00000287510	1	30731693	30733427
LAPTM5	1	30732469	30757774
MIR4420	1	30739156	30739232
ENSG00000229607	1	30810378	30815553
LINC01778	1	30824217	30834864
RN7SKP91	1	30843823	30844110
ENSG00000235143	1	30858158	30860254
SDC3	1	30869466	30908758
RN7SL371P	1	30918469	30918735
PUM1	1	30931506	31065991
ENSG00000237329	1	31036734	31037240
ENSG00000232768	1	31050872	31051034
SELENOWP1	1	31094987	31095558
RPL21P22	1	31108188	31108623
NKAIN1	1	31179745	31239887
SNRNP40	1	31259568	31296788
ENSG00000229447	1	31263245	31263681
ZCCHC17	1	31296982	31364953
ENSG00000229044	1	31333067	31346799
FABP3	1	31365253	31376850
SERINC2	1	31409565	31434680
EEF1A1P46	1	31487589	31488930
RNU6-40P	1	31497577	31497683
LDC1P	1	31500085	31508566
LINC01226	1	31506226	31583306
ENSG00000229167	1	31571585	31577898
TINAGL1	1	31576485	31587686
HCRTR1	1	31617686	31632518
PEF1	1	31629866	31644896
PEF1-AS1	1	31644049	31660162
ENSG00000264078	1	31644694	31649371
COL16A1	1	31652263	31704319
ADGRB2	1	31727117	31764893
MIR4254	1	31758660	31758735
ENSG00000254545	1	31789130	31791322
SPOCD1	1	31790422	31816022
ENSG00000203620	1	31842019	31855568
ENSG00000269967	1	31851913	31921841
PTP4A2	1	31906421	31944856
ENSG00000288678	1	31919563	31938010
ENSG00000228634	1	31933020	31933975
ENSG00000284702	1	31972189	31987034
KHDRBS1	1	32013868	32060850
ENSG00000203325	1	32052291	32073474
TMEM39B	1	32072031	32102866
MIR5585	1	32086949	32087007
KPNA6	1	32108056	32176563
ENSG00000250135	1	32170733	32176568
TXLNA	1	32179675	32198285
CCDC28B	1	32200595	32205453
ENSG00000224066	1	32204769	32206814
IQCC	1	32205671	32208682
DCDC2B	1	32209089	32216192
TMEM234	1	32214472	32222359
EIF3I	1	32221077	32245397
ENSG00000291132	1	32231656	32241710
MTMR9LP	1	32231847	32241592
ENSG00000290045	1	32240526	32241904
FAM167B	1	32247222	32248856
LCK	1	32251244	32286165
HDAC1	1	32292083	32333635
MARCKSL1	1	32333839	32336233
ENSG00000233775	1	32349194	32350663
TSSK3	1	32351521	32364312
FAM229A	1	32361270	32364278
BSDC1	1	32364633	32394731
GAPDHP20	1	32402109	32403115
ENSG00000270850	1	32421979	32422319
LRRC37A12P	1	32423214	32426789
RN7SL122P	1	32457835	32458135
ENSG00000254553	1	32465057	32600792
ZBTB8B	1	32465072	32496686
ZBTB8A	1	32539427	32605941
ZBTB8OS	1	32600172	32650903
RBBP4	1	32651142	32686211
SYNC	1	32679906	32703596
ENSG00000224409	1	32717734	32725237
NHSL3	1	32741830	32774970
YARS1	1	32775237	32818031
S100PBP	1	32816767	32858875
FNDC5	1	32862268	32872482
HPCA	1	32885994	32898441
TMEM54	1	32894594	32901438
ENSG00000287691	1	32925454	32951638
RNF19B	1	32936445	32964809
ENSG00000278966	1	32973553	32974463
ENSG00000217644	1	32979947	32980472
ENSG00000239670	1	32986952	32988233
ENSG00000236065	1	32987075	33032469
AK2	1	33007986	33080996
AZIN2	1	33081104	33123492
ENSG00000278997	1	33141871	33143230
TRIM62	1	33145399	33182059
ENSG00000279179	1	33162851	33166298
ENSG00000284721	1	33194788	33200353
ZNF362	1	33256492	33300719
ENSG00000270115	1	33261212	33261680
A3GALT2	1	33306766	33321098
ENSG00000225313	1	33307348	33349245
PHC2	1	33323623	33431095
MIR3605	1	33332393	33332492
RN7SKP16	1	33336566	33336864
PHC2-AS1	1	33350352	33363245
TLR12P	1	33466249	33468954
ZSCAN20	1	33472645	33501643
ENSG00000235907	1	33512008	33512743
CSMD2	1	33513998	34165842
HSPD1P14	1	33838523	33840140
HMGB4	1	33860475	33864791
CSMD2-AS1	1	33868953	33893726
RNA5SP42	1	34112949	34113063
C1orf94	1	34166883	34219131
ENSG00000270241	1	34276859	34277292
ENSG00000287703	1	34640157	34685732
MIR552	1	34669599	34669694
SMIM12	1	34712737	34859755
GJB5	1	34755047	34758512
GJB4	1	34759740	34762327
ENSG00000255811	1	34761426	34788097
GJB3	1	34781214	34786369
GJA4	1	34792999	34795747
ENSG00000230163	1	34850694	34851555
DLGAP3	1	34865436	34929650
ENSG00000284773	1	34974356	34985313
GPR199P	1	34975699	34978706
TMEM35B	1	34981380	34985347
ENSG00000271741	1	34981533	35031741
ZMYM6	1	34986165	35031945
ZMYM1	1	35032172	35115859
RPL12P45	1	35053468	35059271
EFCAB14P1	1	35122022	35122484
ENSG00000284640	1	35141515	35146435
SFPQ	1	35176378	35193446
ZMYM4	1	35268709	35422058
RN7SL503P	1	35292196	35292498
SNORA62	1	35310274	35310425
RPL5P4	1	35350722	35351607
ZMYM4-AS1	1	35358822	35366077
KIAA0319L	1	35393883	35557950
ENSG00000236274	1	35509742	35511438
NCDN	1	35557473	35567274
TFAP2E-AS1	1	35569807	35577779
TFAP2E	1	35573314	35595328
PSMB2	1	35599541	35641526
C1orf216	1	35713877	35718894
CLSPN	1	35720218	35769978
ENSG00000232335	1	35739389	35743576
AGO4	1	35808016	35857890
AGO1	1	35869808	35930532
CFAP97P1	1	35873270	35873752
ENSG00000286899	1	35908980	35910872
ENSG00000271914	1	35929720	35930115
AGO3	1	35930718	36072500
ENSG00000271554	1	35992109	36013630
ENSG00000293245	1	36080066	36084026
ENSG00000232862	1	36080320	36081217
TEKT2	1	36084094	36088275
ADPRS	1	36088892	36093932
COL8A2	1	36095239	36125222
TRAPPC3	1	36136570	36156053
MAP7D1	1	36155579	36180849
RN7SL131P	1	36191915	36192170
THRAP3	1	36224432	36305357
UBE2V2P4	1	36241898	36242156
SH3D21	1	36306368	36329340
EVA1B	1	36322030	36324154
ENSG00000286379	1	36329630	36335406
STK40	1	36339624	36385924
LSM10	1	36391238	36397908
RNU4-27P	1	36402721	36402859
OSCP1	1	36415827	36450451
SNORA63C	1	36418450	36418578
MRPS15	1	36455718	36464384
CSF3R	1	36466043	36483278
FTLP18	1	36630335	36630857
ENSG00000284705	1	36703953	36710582
ENSG00000284720	1	36768122	36769725
ENSG00000234481	1	36769812	36775768
GRIK3	1	36795527	37034515
ENSG00000284650	1	37133489	37136146
ENSG00000223944	1	37154761	37325100
MIR4255	1	37161563	37161634
RNU6-636P	1	37203610	37203716
RNA5SP43	1	37264677	37264786
RPS29P6	1	37330852	37330996
LITATS1	1	37350934	37474432
ZC3H12A	1	37474580	37484377
MIR6732	1	37480230	37480289
MEAF6	1	37489993	37514766
MIR5581	1	37500935	37500994
SNIP1	1	37534449	37554293
FTH1P1	1	37544763	37545294
RPS27P9	1	37556247	37556499
DNALI1	1	37556919	37566857
GNL2	1	37566816	37595937
ENSG00000284748	1	37596126	37607336
RSPO1	1	37611350	37634892
AIRIM	1	37681570	37692249
CDCA8	1	37692481	37709719
EPHA10	1	37713880	37765133
ACTN4P2	1	37776670	37779418
ENSG00000227416	1	37782457	37782885
MANEAL	1	37793847	37801137
ENSG00000233728	1	37799720	37800879
YRDC	1	37802945	37808208
C1orf122	1	37806979	37809454
MTF1	1	37809574	37859592
ENSG00000235673	1	37840986	37841676
INPP5B-AS1	1	37860697	37861580
INPP5B	1	37860697	37947053
SNORA63	1	37884237	37884317
RNU6-584P	1	37885023	37885117
SF3A3	1	37956975	37990075
RNU6-510P	1	37991462	37991569
FHL3	1	37996770	38005606
UTP11	1	38009258	38024820
POU3F1	1	38043829	38046793
MIR3659HG	1	38047314	38119025
ENSG00000223589	1	38080572	38080911
MIR3659	1	38089231	38089329
LINC02786	1	38129464	38140593
ENSG00000286552	1	38149544	38162545
ENSG00000287987	1	38193619	38210340
LINC01343	1	38209034	38214806
ENSG00000275350	1	38383838	38384422
RNU6-753P	1	38396659	38396765
LINC01685	1	38474825	38516520
HSPA5P1	1	38708931	38710890
ENSG00000284632	1	38754216	38815979
RRAGC	1	38838198	38859772
ENSG00000273637	1	38839333	38874494
RRAGC-DT	1	38859912	38965038
MYCBP	1	38862493	38873368
ENSG00000274944	1	38864501	38881617
GJA9	1	38874069	38881587
RHBDL2	1	38885807	38941830
RNU6-605P	1	38926870	38926977
EIF1P2	1	38958275	38958925
AKIRIN1	1	38991276	39006059
NDUFS5	1	39026318	39034636
MACF1	1	39081316	39487177
RNU6-608P	1	39120940	39121043
RNA5SP44	1	39154164	39154296
ENSG00000287422	1	39226670	39238620
ENSG00000226438	1	39249838	39257649
HSPE1P8	1	39304294	39304898
BMP8A	1	39491636	39529869
OXCT2P1	1	39514956	39516490
PPIEL	1	39522280	39559698
PABPC4	1	39560709	39576790
PABPC4-AS1	1	39565052	39573860
SNORA55	1	39567374	39567508
HEYL	1	39623435	39639643
ENSG00000225903	1	39633416	39633903
NT5C1A	1	39651229	39672107
HPCAL4	1	39678648	39691485
PPIE	1	39692182	39763914
ENSG00000225333	1	39718028	39718595
RNU7-121P	1	39723566	39723627
ENSG00000289711	1	39733327	39735732
BMP8B	1	39757182	39788865
OXCT2	1	39769523	39771348
BMP8B-AS1	1	39779969	39781418
ENSG00000261798	1	39788976	39790171
ENSG00000229213	1	39795843	39795996
ENSG00000284719	1	39799419	39809450
LINC02811	1	39801414	39817460
TRIT1	1	39838110	39883511
MYCL	1	39895428	39902256
MYCL-AS1	1	39897745	39899098
MFSD2A	1	39955112	39969968
ENSG00000228477	1	39962680	39963404
CAP1	1	40040233	40072649
PPT1	1	40072710	40097260
OAZ1P1	1	40132764	40133448
RLF	1	40161387	40240921
RNU6-1237P	1	40177843	40177949
TMCO2	1	40245947	40251684
ZMPSTE24-DT	1	40256333	40257971
ZMPSTE24	1	40258041	40294180
ENSG00000231296	1	40262672	40262984
COL9A2	1	40300489	40317813
RPL21P20	1	40333078	40333557
SMAP2	1	40344850	40423326
ENSG00000213172	1	40364766	40365183
ENSG00000290111	1	40394763	40394964
ENSG00000284677	1	40436199	40450039
ZFP69B	1	40450102	40463718
ENSG00000260920	1	40464319	40466767
ENSG00000279667	1	40473055	40474059
ZFP69	1	40477290	40496343
EXO5-DT	1	40493157	40508661
EXO5	1	40508741	40516038
ENSG00000227278	1	40514461	40515057
ENSG00000238186	1	40515754	40517174
ZNF684	1	40531573	40548167
ENSG00000286838	1	40559666	40584335
ENSG00000236505	1	40563534	40563659
GTF2F2P2	1	40593633	40594353
RIMS3	1	40620680	40665682
ENSG00000287743	1	40659848	40667480
ENSG00000237899	1	40669089	40687588
NFYC-AS1	1	40690380	40692074
NFYC	1	40691648	40771603
MIR30E	1	40754355	40754446
MIR30C1	1	40757284	40757372
KCNQ4	1	40783787	40840452
RN7SL326P	1	40804846	40805141
CITED4	1	40861054	40862363
ENSG00000229528	1	40863914	40876670
ENSG00000228940	1	40938104	40939763
ENSG00000286668	1	40939294	40945524
UBE2V1P8	1	40942251	40942515
CTPS1	1	40979300	41012565
SLFNL1-AS1	1	41014590	41043890
SLFNL1	1	41015589	41023237
SCMH1	1	41027202	41242306
RPL23AP17	1	41098638	41099136
ENSG00000287400	1	41241772	41338644
SCMH1-DT	1	41242373	41284861
RPL36AP9	1	41264550	41264862
ENSG00000291157	1	41302911	41306148
ENSG00000286640	1	41302938	41303972
FOXO6	1	41361922	41383590
FOXO6-AS1	1	41375004	41375669
RNA5SP45	1	41466937	41467028
EDN2	1	41478775	41484683
HIVEP3	1	41506365	42035925
ENSG00000230881	1	41535443	41535868
ENSG00000230638	1	41542069	41544310
ENSG00000284895	1	41585306	41628816
ENSG00000287587	1	42036143	42051784
HNRNPFP1	1	42040597	42041729
ENSG00000228776	1	42140635	42141391
GUCA2B	1	42153410	42155820
GUCA2A	1	42162690	42164745
FOXJ3	1	42176539	42335877
ENSG00000227527	1	42335386	42338376
RIMKLA	1	42380792	42424232
ENSG00000235002	1	42412398	42412794
ZMYND12	1	42430329	42456253
PPCS	1	42456117	42473385
CCDC30	1	42463221	42657190
RPS3AP11	1	42491739	42492493
TMSB4XP1	1	42500205	42500339
RNU6-536P	1	42569033	42569139
ENSG00000236180	1	42570970	42571390
PPIH	1	42658335	42676758
ENSG00000285728	1	42658687	42682207
ENSG00000234917	1	42678735	42681659
YBX1	1	42682418	42703805
CLDN19	1	42733093	42740254
P3H1	1	42746335	42767084
C1orf50	1	42767245	42779491
ENSG00000283580	1	42767292	42794493
C1orf50-AS1	1	42775813	42776790
TMEM269	1	42784991	42816619
SVBP	1	42807052	42817397
ERMAP	1	42817122	42844991
ZNF691-DT	1	42832522	42846427
ZNF691	1	42846573	42852477
ENSG00000233708	1	42886597	42888767
MKRN8P	1	42891094	42892430
ATP6V1E1P1	1	42903232	42903912
ENSG00000288955	1	42924460	42925849
SLC2A1	1	42925353	42958893
ATP6V0CP4	1	42952202	42952641
SLC2A1-DT	1	42959049	42996814
ENSG00000283973	1	42959065	42961864
RNU6-880P	1	42991438	42991544
ENSG00000277513	1	43104086	43104497
CFAP144	1	43145153	43156396
EBNA1BP2	1	43164175	43270936
MIR6733	1	43171652	43171712
CFAP57	1	43172330	43254358
RNA5SP46	1	43196417	43196536
TMEM125	1	43269983	43274002
C1orf210	1	43281877	43285617
TIE1	1	43300982	43323108
MPL	1	43337818	43354466
ENSG00000287113	1	43348288	43348844
CDC20-DT	1	43354684	43358676
CDC20	1	43358981	43363203
ELOVL1	1	43363398	43368074
MIR6734	1	43364648	43364715
ENSG00000288772	1	43368180	43368609
MED8	1	43383917	43389808
MED8-AS1	1	43385113	43389155
SZT2	1	43389882	43454247
SZT2-AS1	1	43447776	43448644
MIR6735	1	43448539	43448611
HYI	1	43450989	43453989
HYI-AS1	1	43453927	43456995
PTPRF	1	43525187	43623666
KDM4A	1	43650149	43705518
ENSG00000284989	1	43650149	43931014
KDM4A-AS1	1	43685123	43708138
ST3GAL3	1	43705824	43931165
ST3GAL3-AS1	1	43709392	43727343
ENSG00000233674	1	43743471	43743741
MIR6079	1	43838622	43838683
SHMT1P1	1	43850300	43851611
ARTN	1	43933320	43937240
LINC02918	1	43937918	43940781
ENSG00000288573	1	43944355	43946624
IPO13	1	43946950	43968022
ENSG00000285649	1	43968351	43974821
DPH2	1	43970000	43973369
ATP6V0B	1	43974487	43978295
B4GALT2	1	43978943	43991170
CCDC24	1	43991359	43996528
SLC6A9	1	43991500	44031467
ENSG00000230615	1	44030414	44115913
ENSG00000227163	1	44087958	44088477
KRT8P47	1	44103306	44104703
RN7SL479P	1	44117098	44117397
KLF17	1	44118821	44135140
ENSG00000233514	1	44122153	44122512
KLF18	1	44137821	44141631
ENSG00000226804	1	44150594	44151753
OOSP1P1	1	44155028	44155301
ENSG00000227994	1	44172506	44172719
ENSG00000271329	1	44187943	44189049
DMAP1	1	44213455	44220681
ERI3	1	44221070	44355260
ERI3-IT1	1	44243408	44244273
RNU6-369P	1	44390722	44390823
RNF220	1	44405194	44651723
MIR5584	1	44545493	44545552
TMEM53	1	44635238	44674481
ARMH1	1	44674692	44725591
RNU5F-1	1	44721786	44721902
RNU5D-1	1	44731055	44731170
KIF2C	1	44739818	44767767
ENSG00000225721	1	44759037	44775810
RPS8	1	44775251	44778779
SNORD55	1	44775864	44775943
SNORD46	1	44776490	44776593
SNORD38A	1	44777843	44777912
SNORD38B	1	44778390	44778456
RPS15AP11	1	44780331	44780715
BEST4	1	44783585	44788170
PLK3	1	44800377	44805990
DYNLT4	1	44805893	44807351
ENSG00000290041	1	44807524	44808090
BTBD19	1	44808523	44815585
PTCH2	1	44819844	44843253
RNU5E-6P	1	44819883	44819997
ENSG00000226499	1	44843921	44844082
EIF2B3	1	44850522	44986722
RNA5SP47	1	44932323	44932431
CCNB1IP1P1	1	44958557	44959395
PPIAP35	1	44988234	44988725
MRPS17P1	1	44988705	44991834
HECTD3	1	45002540	45011324
UROD	1	45010950	45015575
ZSWIM5	1	45016399	45306209
OSTCP5	1	45069977	45070429
LINC01144	1	45303910	45305619
HPDL	1	45326895	45328710
MUTYH	1	45329163	45340893
ENSG00000288208	1	45329262	45491155
TOE1	1	45340052	45343973
TESK2	1	45343883	45491163
PPIAP36	1	45415020	45415344
CCDC163	1	45493866	45500079
MMACHC	1	45500300	45513382
PRDX1	1	45510914	45542732
HMGB1P48	1	45530927	45532139
AKR1A1	1	45550543	45570049
ENSG00000289407	1	45583238	45583933
NASP	1	45583846	45618904
CCDC17	1	45620044	45624057
GPBP1L1	1	45627304	45688113
RPS15AP10	1	45645816	45646197
RPL7AP16	1	45651039	45651826
TMEM69	1	45688181	45694436
IPP	1	45694324	45750653
ENSG00000230896	1	45694684	45697075
RPL6P1	1	45781277	45781957
MAST2	1	45786987	46036122
TMA16P2	1	45846994	45847594
PIK3R3	1	46040140	46133036
P3R3URF-PIK3R3	1	46043661	46176488
ENSG00000226957	1	46046818	46048368
COX7BP4	1	46104950	46105175
ENSG00000227857	1	46134531	46139081
TSPAN1	1	46175073	46185962
P3R3URF	1	46175486	46176488
POMGNT1	1	46188683	46220305
